Query,Dimensione,Tempo prima esecuzione,Tempo delle 30 esecuzioni,Tempo medio,Intervallo di confidenza sup,Intervallo di confidenza inf
Query1,25%,76.52139663696289,30.164241790771484,0.7541060447692871,0.8684428700016962,0.639769219536878
Query1,50%,5.137205123901367,35.57991981506348,0.8894979953765869,0.9702998972111045,0.8086960935420693
Query1,75%,5.628347396850586,55.977582931518555,1.3994395732879639,1.516678725621221,1.2822004209547067
Query1,100%,6.062984466552734,83.77480506896973,2.094370126724243,3.1232977330954634,1.0654425203530231
Query2,25%,6.779193878173828,150.28858184814453,3.7572145462036133,3.867302256765699,3.6471268356415276
Query2,50%,9.52768325805664,274.1854190826416,6.85463547706604,7.635252837068342,6.074018117063738
Query2,75%,35.4914665222168,385.50639152526855,9.637659788131714,11.05413884938631,8.221180726877117
Query2,100%,15.529155731201172,555.6972026824951,13.892430067062378,16.611162178519123,11.17369795560563
Query3,25%,8.944034576416016,33.571720123291016,0.8392930030822754,0.8851519283700792,0.7934340777944716
Query3,50%,4.5337677001953125,53.43198776245117,1.3357996940612793,1.4475110621350378,1.2240883259875208
Query3,75%,4.796028137207031,63.764095306396484,1.594102382659912,1.71568487897971,1.4725198863401143
Query3,100%,4.888296127319336,69.10943984985352,1.727735996246338,1.8319212896562775,1.6235507028363982
Query4,25%,4.625558853149414,36.530494689941406,0.9132623672485352,0.9725752998907091,0.8539494346063612
Query4,50%,8.512496948242188,60.96673011779785,1.5241682529449463,1.6069354458601393,1.4414010600297533
Query4,75%,5.150556564331055,70.76001167297363,1.7690002918243408,1.919549325718925,1.6184512579297567
Query4,100%,5.932331085205078,101.7608642578125,2.5440216064453125,2.8379175390083713,2.2501256738822537
